,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntTotal,TotalPurchaseTimes,TotalCmp,Age,AgeSegment,IncomeSegment,WineSegment,FruitSegment,MeatSegment,FishSegment,SweetSegment,GoldSegment
907,1971,Graduation,Widow,45684.0,1,0,02-12-2013,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,28,3,0,53,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
908,1974,Graduation,Together,47889.0,1,0,04-01-2014,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,67,5,0,50,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
909,1986,PhD,Married,45921.0,0,0,10-03-2014,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,199,9,0,38,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
910,1966,PhD,Single,78420.0,0,0,29-06-2013,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,1453,21,0,58,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
911,1992,Graduation,Together,75114.0,0,0,07-11-2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,1253,18,0,32,Middle Age (30-49),High Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
912,1963,PhD,Widow,52278.0,0,1,25-01-2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,1198,25,1,61,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),PRIORITY Level
913,1972,Master,Married,35641.0,1,0,14-07-2013,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,178,8,1,52,Seniors (50 and above),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
914,1994,Graduation,Single,95529.0,0,0,03-12-2012,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,1990,17,2,30,Middle Age (30-49),High Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 2 (Middle),Level 2 (Middle)
915,1954,Graduation,Married,62820.0,0,0,11-05-2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,976,13,0,70,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle)
916,1960,Master,Together,73113.0,0,0,26-12-2013,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,1001,14,0,64,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
918,1954,2n Cycle,Single,42607.0,0,1,17-11-2013,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,350,12,0,70,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
919,1954,PhD,Single,74637.0,0,0,18-05-2013,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,1650,24,1,70,Seniors (50 and above),High Income,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 1 (Occasional),Level 2 (Middle)
920,1955,PhD,Together,46015.0,1,1,13-04-2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,46,4,2,69,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
921,1993,Graduation,Single,72354.0,0,0,17-04-2013,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,1228,18,0,31,Middle Age (30-49),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),PRIORITY Level
922,1969,Master,Single,39858.0,1,0,24-01-2013,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,95,6,1,55,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
923,1948,PhD,Married,34469.0,1,1,04-05-2014,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,62,6,0,76,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
924,1986,Graduation,Together,83033.0,1,0,18-05-2014,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,1761,25,1,38,Middle Age (30-49),High Income,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 2 (Middle)
925,1979,Master,Together,24401.0,0,0,31-08-2012,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,467,13,0,45,Middle Age (30-49),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
926,1978,Graduation,Married,77583.0,0,0,10-02-2014,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,1149,18,1,46,Middle Age (30-49),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),Level 3 (Frequent)
927,1982,2n Cycle,Single,74116.0,0,0,30-12-2013,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,2052,18,1,42,Middle Age (30-49),High Income,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,PRIORITY Level,Level 3 (Frequent),PRIORITY Level
929,1976,PhD,Married,68397.0,0,1,17-11-2013,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,1416,20,0,48,Middle Age (30-49),High Income,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
930,1974,PhD,Together,79632.0,0,0,08-04-2014,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,1113,19,0,50,Seniors (50 and above),High Income,Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
931,1989,Graduation,Single,46107.0,1,0,10-02-2014,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,125,6,0,35,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
932,1951,PhD,Single,64950.0,0,1,12-08-2012,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,966,23,1,73,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent)
933,1989,Basic,Married,25443.0,1,0,22-12-2012,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,32,4,0,35,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
935,1971,PhD,Together,32892.0,1,0,25-05-2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,46,6,0,53,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
936,1971,Graduation,Together,71796.0,0,0,24-10-2013,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,960,16,0,53,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle)
937,1970,PhD,Married,67536.0,0,1,22-05-2013,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,1829,27,1,54,Seniors (50 and above),Medium Income,PRIORITY Level,Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
938,1971,Graduation,Single,55239.0,0,1,14-07-2013,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,779,23,0,53,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
939,1975,PhD,Divorced,60554.0,1,0,09-08-2013,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,811,21,0,49,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
940,1952,2n Cycle,Single,64831.0,1,1,10-06-2013,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,1120,14,0,72,Seniors (50 and above),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,PRIORITY Level
941,1962,PhD,Together,56067.0,0,1,20-07-2013,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,725,18,0,62,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
942,1983,Graduation,Divorced,82025.0,0,0,28-05-2013,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,1187,11,2,41,Middle Age (30-49),High Income,Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
943,1953,Graduation,Together,94384.0,0,0,04-03-2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,18,4,71,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 3 (Frequent),PRIORITY Level
944,1986,Basic,Single,14906.0,0,0,22-12-2012,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,66,6,0,38,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
945,1987,PhD,Married,51563.0,0,0,01-10-2012,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,1250,18,2,37,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
946,1982,2n Cycle,Married,57937.0,0,1,16-02-2014,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,683,17,0,42,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level
947,1979,Graduation,Divorced,68274.0,1,1,30-09-2013,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,305,11,0,45,Middle Age (30-49),High Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
948,1977,Graduation,Together,39771.0,1,0,06-12-2013,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,50,5,0,47,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
949,1975,2n Cycle,Divorced,67893.0,0,1,01-10-2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,995,14,0,49,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
950,1979,PhD,Together,27922.0,1,0,10-05-2014,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,41,5,0,45,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
951,1976,PhD,Together,52190.0,1,1,08-05-2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,77,6,1,48,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
952,1973,Master,Divorced,44051.0,1,1,29-01-2013,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,171,8,1,51,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
953,1971,PhD,Single,42767.0,2,0,11-05-2013,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,131,6,0,53,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
954,1976,Master,Together,46106.0,1,1,11-05-2014,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,54,4,0,48,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
955,1976,PhD,Married,16927.0,1,1,10-02-2013,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,53,7,0,48,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
956,1965,Graduation,Married,59754.0,0,1,01-12-2012,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,475,13,1,59,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),PRIORITY Level,PRIORITY Level
957,1952,Graduation,Single,53700.0,0,1,17-08-2012,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,694,18,0,72,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent)
958,1973,Graduation,Married,59041.0,1,1,07-05-2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,96,6,0,51,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
959,1957,PhD,Divorced,54237.0,0,1,27-04-2013,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,361,12,0,67,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent)
960,1967,Graduation,Divorced,70647.0,0,1,21-09-2012,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,1079,24,0,57,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),Level 2 (Middle),PRIORITY Level,Level 3 (Frequent)
961,1962,PhD,Single,52597.0,0,1,07-05-2014,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,578,17,0,62,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
962,1969,Master,Together,41021.0,1,0,30-12-2012,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,64,5,1,55,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
963,1975,PhD,Married,40233.0,0,1,14-10-2013,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,149,8,0,49,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
964,1980,Graduation,Married,50183.0,1,1,25-06-2014,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,231,10,0,44,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
965,1959,Graduation,Together,54753.0,0,1,12-09-2013,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,728,18,0,65,Seniors (50 and above),Medium Income,Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level
966,1973,Graduation,Married,92955.0,0,0,19-08-2013,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,1778,22,3,51,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
967,1973,Graduation,Married,33471.0,1,0,12-10-2012,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,93,7,0,51,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
968,1974,PhD,Married,34596.0,1,0,13-04-2013,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,23,3,1,50,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
969,1980,Graduation,Together,44010.0,1,0,13-10-2012,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,662,18,0,44,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
970,1988,Graduation,Married,84219.0,0,0,02-02-2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,1198,17,0,36,Middle Age (30-49),High Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,Level 2 (Middle)
971,1968,PhD,Together,40706.0,2,1,17-01-2013,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,81,7,0,56,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
972,1988,2n Cycle,Married,15716.0,1,0,12-11-2012,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,92,7,0,36,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
973,1959,2n Cycle,Divorced,59052.0,0,1,17-11-2013,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,491,15,0,65,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
974,1971,Master,Together,80573.0,0,0,14-10-2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1564,23,0,53,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 2 (Middle)
975,1962,Graduation,Married,83715.0,0,0,03-02-2014,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,926,23,0,62,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 1 (Occasional)
976,1959,Master,Together,82576.0,0,0,01-08-2012,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,1910,18,1,65,Seniors (50 and above),High Income,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),Level 2 (Middle)
978,1952,Graduation,Married,35704.0,1,1,03-01-2014,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,94,6,0,72,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
979,1954,Graduation,Together,53103.0,0,1,12-09-2013,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,1085,23,1,70,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),PRIORITY Level
980,1960,2n Cycle,Widow,46779.0,1,1,12-07-2013,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,23,3,0,64,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
981,1965,Graduation,Divorced,4861.0,0,0,22-06-2014,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,59,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
982,1979,Master,Divorced,33462.0,1,0,07-08-2013,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,54,5,0,45,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
984,1950,Graduation,Married,80763.0,0,0,15-08-2013,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,1415,22,3,74,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),PRIORITY Level
985,1974,PhD,Married,65352.0,0,1,21-08-2013,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,405,14,0,50,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
986,1978,PhD,Married,82170.0,0,0,25-11-2013,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,1908,18,0,46,Middle Age (30-49),High Income,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
987,1969,Graduation,Married,75759.0,0,0,25-10-2013,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,2486,25,4,55,Seniors (50 and above),High Income,PRIORITY Level,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,PRIORITY Level
988,1976,2n Cycle,Single,79689.0,0,0,12-05-2013,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,1315,26,0,48,Middle Age (30-49),High Income,Level 2 (Middle),Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent)
989,1956,PhD,Widow,35340.0,1,1,29-06-2014,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,45,5,0,68,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
990,1954,Graduation,Divorced,85683.0,0,0,21-03-2014,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,1789,16,5,70,Seniors (50 and above),High Income,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
991,1972,2n Cycle,Married,24884.0,1,0,29-11-2012,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,19,3,0,52,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
992,1981,Master,Together,42021.0,1,0,31-08-2012,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,573,17,1,43,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
993,1989,Graduation,Single,64449.0,1,0,18-02-2014,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,805,20,0,35,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent)
994,1954,Graduation,Divorced,64587.0,1,1,22-06-2014,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,108,6,0,70,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
996,1978,Graduation,Together,75437.0,0,0,09-11-2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,1493,22,1,46,Middle Age (30-49),High Income,Level 3 (Frequent),Level 1 (Occasional),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 1 (Occasional)
998,1973,Graduation,Married,52845.0,1,0,13-08-2013,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,936,22,1,51,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent)
999,1956,Graduation,Divorced,46086.0,0,1,03-11-2013,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,343,12,0,68,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1000,1956,PhD,Widow,78028.0,0,1,10-09-2012,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,528,19,3,68,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
1001,1987,PhD,Single,95169.0,0,0,09-10-2013,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,1,1901,11,3,37,Middle Age (30-49),High Income,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
1002,1981,2n Cycle,Married,56337.0,1,1,27-03-2013,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,724,17,3,43,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),PRIORITY Level
